timestamp,pm1_mean,pm1_err,pm25_mean,pm25_err,pm10_mean,pm10_err
1776297296.655488,1.0,0.0,2.0,0.0,2.0,0.0
1776297300.6390326,1.0,0.0,2.0,0.0,2.0,0.0
1776297304.63632,1.0,0.0,2.0,0.0,2.0,0.0
1776297308.639447,1.0,0.0,2.0,0.0,2.0,0.0
1776297312.6652746,1.0,0.0,2.0,0.0,2.0,0.0
1776297316.6681376,1.0,0.0,2.0,0.0,2.0,0.0
1776297320.7094939,1.5,0.5,2.0,0.0,2.0,0.0
1776297324.7085533,2.0,0.0,2.0,0.0,2.0,0.0
1776297328.7045343,1.0,0.0,1.5,0.5,1.5,0.5
1776297332.7345955,1.0,0.0,1.0,0.0,1.0,0.0
1776297336.7230701,1.0,0.0,1.0,0.0,1.0,0.0
1776297340.7527103,0.5,0.5,1.0,0.0,1.0,0.0
1776297344.74723,1.0,0.0,2.0,0.0,2.0,0.0
1776297348.7512805,1.0,0.0,2.0,0.0,2.0,0.0
1776297352.7627995,1.0,0.0,2.0,0.0,2.0,0.0
1776297356.7762506,1.5,0.5,2.5,0.5,2.5,0.5
1776297360.8135617,2.0,0.0,3.0,0.0,3.0,0.0
1776297364.8141124,2.0,0.0,3.0,0.0,3.0,0.0
1776297368.8167858,2.0,0.0,3.0,0.0,3.0,0.0
1776297372.8238463,2.0,0.0,3.0,0.0,3.0,0.0
1776297376.8312345,2.0,0.0,3.0,0.0,3.0,0.0
1776297380.876273,1.0,0.0,3.0,0.0,3.0,0.0
1776297384.8682544,1.0,0.0,3.0,0.0,3.0,0.0
1776297388.86648,1.0,0.0,3.0,0.0,3.0,0.0
1776297392.869864,2.0,0.0,3.0,0.0,3.0,0.0
1776297396.8803675,2.0,0.0,3.5,0.5,3.5,0.5
1776297400.920866,2.0,0.0,4.0,0.0,4.0,0.0
1776297404.9191267,2.0,0.0,4.0,0.0,4.0,0.0
1776297408.9008412,2.0,0.0,3.5,0.5,3.5,0.5
1776297412.9404984,2.0,0.0,3.0,0.0,3.0,0.0
1776297416.9409053,2.0,0.0,3.0,0.0,3.0,0.0
1776297420.9442236,2.0,0.0,2.5,0.5,2.5,0.5
1776297424.9954093,2.0,0.0,2.0,0.0,2.0,0.0
1776297428.9919524,2.0,0.0,2.0,0.0,2.0,0.0
1776297432.9703338,2.0,0.0,2.0,0.0,2.0,0.0
1776297436.9849362,2.0,0.0,2.0,0.0,2.0,0.0
1776297441.0335116,2.0,0.0,3.0,0.0,3.0,0.0
1776297445.0415328,1.5,0.5,2.5,0.5,2.5,0.5
1776297449.0063422,1.0,0.0,2.0,0.0,2.0,0.0
1776297453.054885,1.0,0.0,3.0,0.0,3.0,0.0
1776297457.0577016,1.0,0.0,3.0,0.0,3.0,0.0
1776297461.0671968,1.0,0.0,3.0,0.0,3.0,0.0
1776297465.0731544,1.0,0.0,3.0,0.0,3.0,0.0
1776297469.0865085,1.0,0.0,2.5,0.5,2.5,0.5
1776297473.0914364,1.0,0.0,2.0,0.0,2.0,0.0
1776297477.079582,1.0,0.0,3.0,0.0,3.0,0.0
1776297481.090783,1.0,0.0,2.5,0.5,3.0,0.0
1776297485.0934694,1.0,0.0,2.0,0.0,3.0,0.0
1776297489.1542947,1.0,0.0,2.0,0.0,3.0,0.0
